time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2021-05-02T01:00:00.025000,0.0,-0.2216577376317962
2021-05-02T01:00:00.075000,0.05,-0.1590565377226779
2021-05-02T01:00:00.125000,0.1,-0.09505323143139598
2021-05-02T01:00:00.175000,0.15,-0.02968150486122128
2021-05-02T01:00:00.225000,0.2,0.03702301355658244
2021-05-02T01:00:00.275000,0.25,0.10502275292427869
2021-05-02T01:00:00.325000,0.3,0.1742782017424719
2021-05-02T01:00:00.375000,0.35,0.24474791181766878
2021-05-02T01:00:00.425000,0.4,0.31638850425083903
2021-05-02T01:00:00.475000,0.45,0.38915467754396543
2021-05-02T01:00:00.525000,0.5,0.4629992178602497
2021-05-02T01:00:00.575000,0.55,0.537873011472258
2021-05-02T01:00:00.625000,0.6,0.6137250594308481
2021-05-02T01:00:00.675000,0.65,0.6905024944862201
2021-05-02T01:00:00.725000,0.7,0.7681506002908671
2021-05-02T01:00:00.775000,0.75,0.8466128329125876
2021-05-02T01:00:00.825000,0.8,0.9258308446840395
2021-05-02T01:00:00.875000,0.85,1.0057445104135827
2021-05-02T01:00:00.925000,0.9,1.0862919559803597
2021-05-02T01:00:00.975000,0.95,1.1674095893347196
2021-05-02T01:00:01.025000,1.0,1.2490321339231834
2021-05-02T01:00:01.075000,1.05,1.3310926645551826
2021-05-02T01:00:01.125000,1.1,1.4135226457267989
2021-05-02T01:00:01.175000,1.15,1.4962519724146541
2021-05-02T01:00:01.225000,1.2,1.5792090133509848
2021-05-02T01:00:01.275000,1.25,1.6623206567887636
2021-05-02T01:00:01.325000,1.3,1.745512358763507
2021-05-02T01:00:01.375000,1.35,1.828708193856141
2021-05-02T01:00:01.425000,1.4,1.9118309084589726
2021-05-02T01:00:01.475000,1.45,1.994801976544459
2021-05-02T01:00:01.525000,1.5,2.0775416579340464
2021-05-02T01:00:01.575000,1.55,2.159969059061906
2021-05-02T01:00:01.625000,1.6,2.2420021962259007
2021-05-02T01:00:01.675000,1.65,2.3235580613155777
2021-05-02T01:00:01.725000,1.7,2.40455269000441
2021-05-02T01:00:01.775000,1.75,2.484901232390902
2021-05-02T01:00:01.825000,1.8,2.564518026070534
2021-05-02T01:00:01.875000,1.85,2.643316671617832
2021-05-02T01:00:01.925000,1.9,2.7212101104551514
2021-05-02T01:00:01.975000,1.95,2.7981107050820144
2021-05-02T01:00:02.025000,2.0,2.873930321636093
2021-05-02T01:00:02.075000,2.05,2.948580414754112
2021-05-02T01:00:02.125000,2.1,3.0219721146981677
2021-05-02T01:00:02.175000,2.15,3.0940163167100874
2021-05-02T01:00:02.225000,2.2,3.1646237725536297
2021-05-02T01:00:02.275000,2.25,3.233705184201448
2021-05-02T01:00:02.325000,2.3,3.3011712996208673
2021-05-02T01:00:02.375000,2.35,3.3669330106096242
2021-05-02T01:00:02.425000,2.4,3.4309014526298234
2021-05-02T01:00:02.475000,2.45,3.492988106585465
2021-05-02T01:00:02.525000,2.5,3.55310490248598
2021-05-02T01:00:02.575000,2.55,3.6111643249353302
2021-05-02T01:00:02.625000,2.6,3.6670795203832998
2021-05-02T01:00:02.675000,2.65,3.720764406072724
2021-05-02T01:00:02.725000,2.7,3.772133780613513
2021-05-02T01:00:02.775000,2.75,3.82110343611146
2021-05-02T01:00:02.825000,2.8,3.867590271776937
2021-05-02T01:00:02.875000,2.85,3.9115124089357645
2021-05-02T01:00:02.925000,2.9,3.9527893073617126
2021-05-02T01:00:02.975000,2.95,3.9913418828472693
2021-05-02T01:00:03.025000,3.0,4.02709262592657
2021-05-02T01:00:03.075000,3.05,4.0599657216616105
2021-05-02T01:00:03.125000,3.1,4.089887170400165
2021-05-02T01:00:03.175000,3.15,4.116784909411142
2021-05-02T01:00:03.225000,3.2,4.1405889353004985
2021-05-02T01:00:03.275000,3.25,4.161231427108217
2021-05-02T01:00:03.325000,3.3,4.178646869984323
2021-05-02T01:00:03.375000,3.35,4.192772179339404
2021-05-02T01:00:03.425000,3.4,4.203546825362681
2021-05-02T01:00:03.475000,3.45,4.210912957798262
2021-05-02T01:00:03.525000,3.5,4.214815530867929
2021-05-02T01:00:03.575000,3.55,4.215202428226524
2021-05-02T01:00:03.625000,3.6,4.212024587833845
2021-05-02T01:00:03.675000,3.65,4.205236126624839
2021-05-02T01:00:03.725000,3.7,4.194794464857847
2021-05-02T01:00:03.775000,3.75,4.180660450018706
2021-05-02T01:00:03.825000,3.8,4.1627984801566456
2021-05-02T01:00:03.875000,3.85,4.14117662652611
2021-05-02T01:00:03.925000,3.9,4.11576675540697
2021-05-02T01:00:03.975000,3.95,4.0865446489739545
2021-05-02T01:00:04.025000,4.0,4.053490125084668
2021-05-02T01:00:04.075000,4.05,4.016587155854097
2021-05-02T01:00:04.125000,4.1,3.97582398488223
2021-05-02T01:00:04.175000,4.15,3.931193243000208
2021-05-02T01:00:04.225000,4.2,3.882692062399313
2021-05-02T01:00:04.275000,4.25,3.830322189006133
2021-05-02T01:00:04.325000,4.3,3.774090092966357
2021-05-02T01:00:04.375000,4.35,3.7140070770989175
2021-05-02T01:00:04.425000,4.4,3.650089383181557
2021-05-02T01:00:04.475000,4.45,3.5823582959284104
2021-05-02T01:00:04.525000,4.5,3.510840244519803
2021-05-02T01:00:04.575000,4.55,3.435566901544236
2021-05-02T01:00:04.625000,4.6,3.356575279212412
2021-05-02T01:00:04.675000,4.65,3.273907822703222
2021-05-02T01:00:04.725000,4.7,3.1876125005017504
2021-05-02T01:00:04.775000,4.75,3.0977428915897063
2021-05-02T01:00:04.825000,4.8,3.0043582693491078
2021-05-02T01:00:04.875000,4.85,2.9075236820406896
2021-05-02T01:00:04.925000,4.9,2.8073100297192517
2021-05-02T01:00:04.975000,4.95,2.7037941374490595
2021-05-02T01:00:05.025000,5.0,2.5970588246834585
2021-05-02T01:00:05.075000,5.05,2.4871929706740725
2021-05-02T01:00:05.125000,5.1,2.3742915757763106
2021-05-02T01:00:05.175000,5.15,2.2584558185194252
2021-05-02T01:00:05.225000,5.2,2.139793108311013
2021-05-02T01:00:05.275000,5.25,2.0184171336476924
2021-05-02T01:00:05.325000,5.3,1.8944479057056745
2021-05-02T01:00:05.375000,5.35,1.7680117971871057
2021-05-02T01:00:05.425000,5.4,1.6392415763003703
2021-05-02T01:00:05.475000,5.45,1.508276435755039
2021-05-02T01:00:05.525000,5.5,1.375262016654804
2021-05-02T01:00:05.575000,5.55,1.2403504271745767
2021-05-02T01:00:05.625000,5.6,1.103700255910915
2021-05-02T01:00:05.675000,5.65,0.9654765797981101
2021-05-02T01:00:05.725000,5.7,0.8258509664855911
2021-05-02T01:00:05.775000,5.75,0.6850014710758009
2021-05-02T01:00:05.825000,5.8,0.5431126271253495
2021-05-02T01:00:05.875000,5.85,0.4003754318160665
2021-05-02T01:00:05.925000,5.9,0.256987325206557
2021-05-02T01:00:05.975000,5.95,0.11315216347899862
2021-05-02T01:00:06.025000,6.0,-0.0309198138997884
2021-05-02T01:00:06.075000,6.05,-0.17501202317952574
2021-05-02T01:00:06.125000,6.1,-0.3189015815618469
2021-05-02T01:00:06.175000,6.15,-0.4623593587370435
2021-05-02T01:00:06.225000,6.2,-0.6051500347844888
