time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2022-04-09T22:00:00.035000,0.0,0.29939687157998307
2022-04-09T22:00:00.085000,0.05,0.2945308958518099
2022-04-09T22:00:00.135000,0.1,0.2890223670088136
2022-04-09T22:00:00.185000,0.15,0.28285959358370477
2022-04-09T22:00:00.235000,0.2,0.27603119693343137
2022-04-09T22:00:00.285000,0.25,0.268526127454491
2022-04-09T22:00:00.335000,0.3,0.2603336808258696
2022-04-09T22:00:00.385000,0.35,0.2514435142667403
2022-04-09T22:00:00.435000,0.4,0.24184566279586642
2022-04-09T22:00:00.485000,0.45,0.23153055547947357
2022-04-09T22:00:00.535000,0.5,0.22048903165418235
2022-04-09T22:00:00.585000,0.55,0.2087123571114328
2022-04-09T22:00:00.635000,0.6,0.1961922402296798
2022-04-09T22:00:00.685000,0.65,0.18292084804049594
2022-04-09T22:00:00.735000,0.7,0.16889082221458657
2022-04-09T22:00:00.785000,0.75,0.1540952949536003
2022-04-09T22:00:00.835000,0.8,0.13852790477350774
2022-04-09T22:00:00.885000,0.85,0.12218281216522034
2022-04-09T22:00:00.935000,0.9,0.10505471511803272
2022-04-09T22:00:00.985000,0.95,0.08713886449139399
2022-04-09T22:00:01.035000,1.0,0.06843107922044668
2022-04-09T22:00:01.085000,1.05,0.04892776134071648
2022-04-09T22:00:01.135000,1.1,0.028625910817292887
2022-04-09T22:00:01.185000,1.15,0.007523140163808248
2022-04-09T22:00:01.235000,1.2,-0.014382311163497195
2022-04-09T22:00:01.285000,1.25,-0.037091562611345545
2022-04-09T22:00:01.335000,1.3,-0.06060507862934431
2022-04-09T22:00:01.385000,1.35,-0.08492265503896472
2022-04-09T22:00:01.435000,1.4,-0.11004340568625044
2022-04-09T22:00:01.485000,1.45,-0.13596574939289258
2022-04-09T22:00:01.535000,1.5,-0.16268739722025558
2022-04-09T22:00:01.585000,1.55,-0.19020534006087533
2022-04-09T22:00:01.635000,1.6,-0.2185158365718764
2022-04-09T22:00:01.685000,1.65,-0.24761440146466807
2022-04-09T22:00:01.735000,1.7,-0.27749579416517905
2022-04-09T22:00:01.785000,1.75,-0.30815400785878017
2022-04-09T22:00:01.835000,1.8,-0.3395822589339213
2022-04-09T22:00:01.885000,1.85,-0.37177297683837374
2022-04-09T22:00:01.935000,1.9,-0.4047177943618218
2022-04-09T22:00:01.985000,1.95,-0.4384075383583881
2022-04-09T22:00:02.035000,2.0,-0.4728322209225081
2022-04-09T22:00:02.085000,2.05,-0.507981031031387
2022-04-09T22:00:02.135000,2.1,-0.5438423266670748
2022-04-09T22:00:02.185000,2.15,-0.5804036274309938
2022-04-09T22:00:02.235000,2.2,-0.6176516076635366
2022-04-09T22:00:02.285000,2.25,-0.6555720900811206
2022-04-09T22:00:02.335000,2.3,-0.6941500399428535
2022-04-09T22:00:02.385000,2.35,-0.7333695597587087
2022-04-09T22:00:02.435000,2.4,-0.7732138845508568
2022-04-09T22:00:02.485000,2.45,-0.8136653776795313
2022-04-09T22:00:02.535000,2.5,-0.8547055272445283
2022-04-09T22:00:02.585000,2.55,-0.8963149430731577
2022-04-09T22:00:02.635000,2.6,-0.9384733543051585
2022-04-09T22:00:02.685000,2.65,-0.9811596075847925
2022-04-09T22:00:02.735000,2.7,-1.0243516658700083
2022-04-09T22:00:02.785000,2.75,-1.0680266078682457
2022-04-09T22:00:02.835000,2.8,-1.1121606281081073
2022-04-09T22:00:02.885000,2.85,-1.1567290376557844
2022-04-09T22:00:02.935000,2.9,-1.2017062654847606
2022-04-09T22:00:02.985000,2.95,-1.2470658605069609
2022-04-09T22:00:03.035000,3.0,-1.2927804942731254
2022-04-09T22:00:03.085000,3.05,-1.3388219643498118
2022-04-09T22:00:03.135000,3.1,-1.3851611983800363
2022-04-09T22:00:03.185000,3.15,-1.4317682588341503
2022-04-09T22:00:03.235000,3.2,-1.4786123484571487
2022-04-09T22:00:03.285000,3.25,-1.5256618164181868
2022-04-09T22:00:03.335000,3.3,-1.5728841651676517
2022-04-09T22:00:03.385000,3.35,-1.6202460580066977
2022-04-09T22:00:03.435000,3.4,-1.6677133273737184
2022-04-09T22:00:03.485000,3.45,-1.715250983851774
2022-04-09T22:00:03.535000,3.5,-1.762823225900538
2022-04-09T22:00:03.585000,3.55,-1.8103934503158552
2022-04-09T22:00:03.635000,3.6,-1.8579242634195439
2022-04-09T22:00:03.685000,3.65,-1.9053774929815899
2022-04-09T22:00:03.735000,3.7,-1.952714200876393
