time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2022-05-04T23:00:00.048000,0.0,0.27117419814596594
2022-05-04T23:00:00.098000,0.05,0.30429342017724564
2022-05-04T23:00:00.148000,0.1,0.33787874951086805
2022-05-04T23:00:00.198000,0.15,0.371917612352631
2022-05-04T23:00:00.248000,0.2,0.4063971165697996
2022-05-04T23:00:00.298000,0.25,0.44130406861924876
2022-05-04T23:00:00.348000,0.3,0.4766249913394001
2022-05-04T23:00:00.398000,0.35,0.5123461426093151
2022-05-04T23:00:00.448000,0.4,0.5484535348775633
2022-05-04T23:00:00.498000,0.45,0.5849329555627286
2022-05-04T23:00:00.548000,0.5,0.621769988326638
2022-05-04T23:00:00.598000,0.55,0.6589500352206089
2022-05-04T23:00:00.648000,0.6,0.6964583397042001
2022-05-04T23:00:00.698000,0.65,0.7342800105351318
2022-05-04T23:00:00.748000,0.7,0.7724000465282013
2022-05-04T23:00:00.798000,0.75,0.8108033621801705
2022-05-04T23:00:00.848000,0.8,0.8494748141567335
2022-05-04T23:00:00.898000,0.85,0.8883992286367942
2022-05-04T23:00:00.948000,0.9,0.927561429508391
2022-05-04T23:00:00.998000,0.95,0.966946267409703
2022-05-04T23:00:01.048000,1.0,1.0065386496076516
2022-05-04T23:00:01.098000,1.05,1.0463235707056857
2022-05-04T23:00:01.148000,1.1,1.0862861441714033
2022-05-04T23:00:01.198000,1.15,1.1264116346737083
2022-05-04T23:00:01.248000,1.2,1.166685491218247
2022-05-04T23:00:01.298000,1.25,1.2070933810689026
2022-05-04T23:00:01.348000,1.3,1.2476212244421525
2022-05-04T23:00:01.398000,1.35,1.2882552299601049
2022-05-04T23:00:01.448000,1.4,1.3289819308470563
2022-05-04T23:00:01.498000,1.45,1.3697882218534083
2022-05-04T23:00:01.548000,1.5,1.4106613968897859
2022-05-04T23:00:01.598000,1.55,1.451589187353198
2022-05-04T23:00:01.648000,1.6,1.4925598011260766
2022-05-04T23:00:01.698000,1.65,1.533561962228012
2022-05-04T23:00:01.748000,1.7,1.5745849510990013
2022-05-04T23:00:01.798000,1.75,1.6156186454920012
2022-05-04T23:00:01.848000,1.8,1.6566535619515679
2022-05-04T23:00:01.898000,1.85,1.6976808978543423
2022-05-04T23:00:01.948000,1.9,1.7386925739861294
2022-05-04T23:00:01.998000,1.95,1.7796812776293023
2022-05-04T23:00:02.048000,2.0,1.8206405061332556
2022-05-04T23:00:02.098000,2.05,1.8615646109396249
