time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2021-12-24T22:00:00.041000,0.0,-1.316070858526035
2021-12-24T22:00:00.091000,0.05,-1.330908444734701
2021-12-24T22:00:00.141000,0.1,-1.3446560339408185
2021-12-24T22:00:00.191000,0.15,-1.3572567741085049
2021-12-24T22:00:00.241000,0.2,-1.3686530831646242
2021-12-24T22:00:00.291000,0.25,-1.3787866721552808
2021-12-24T22:00:00.341000,0.3,-1.3875985692109134
2021-12-24T22:00:00.391000,0.35,-1.3950291443114804
2021-12-24T22:00:00.441000,0.4,-1.4010181348425552
2021-12-24T22:00:00.491000,0.45,-1.4055046719324764
2021-12-24T22:00:00.541000,0.5,-1.4084273075600509
2021-12-24T22:00:00.591000,0.55,-1.4097240424216586
2021-12-24T22:00:00.641000,0.6,-1.409332354545993
2021-12-24T22:00:00.691000,0.65,-1.4071892286440524
2021-12-24T22:00:00.741000,0.7,-1.4032311861814126
2021-12-24T22:00:00.791000,0.75,-1.3973943161592404
2021-12-24T22:00:00.841000,0.8,-1.3896143065899536
2021-12-24T22:00:00.891000,0.85,-1.379826476652907
2021-12-24T22:00:00.941000,0.9,-1.3679658095149783
2021-12-24T22:00:00.991000,0.95,-1.3539669858004493
2021-12-24T22:00:01.041000,1.0,-1.3377644176941168
2021-12-24T22:00:01.091000,1.05,-1.3192922836611463
2021-12-24T22:00:01.141000,1.1,-1.2984845637667723
2021-12-24T22:00:01.191000,1.15,-1.2752750755785873
2021-12-24T22:00:01.241000,1.2,-1.2495975106338115
2021-12-24T22:00:01.291000,1.25,-1.2213854714536272
2021-12-24T22:00:01.341000,1.3,-1.1905725090863852
2021-12-24T22:00:01.391000,1.35,-1.1570921611612377
2021-12-24T22:00:01.441000,1.4,-1.1208779904335378
2021-12-24T22:00:01.491000,1.45,-1.0818636238031618
2021-12-24T22:00:01.541000,1.5,-1.0399827917867572
2021-12-24T22:00:01.591000,1.55,-0.9951693684248011
2021-12-24T22:00:01.641000,1.6,-0.9473574116042731
2021-12-24T22:00:01.691000,1.65,-0.8964812037776911
2021-12-24T22:00:01.741000,1.7,-0.8424752930592371
2021-12-24T22:00:01.791000,1.75,-0.7852745346787166
2021-12-24T22:00:01.841000,1.8,-0.7248141327741379
2021-12-24T22:00:01.891000,1.85,-0.6610296825037638
2021-12-24T22:00:01.941000,1.9,-0.5938572124585909
2021-12-24T22:00:01.991000,1.95,-0.5232332273563429
2021-12-24T22:00:02.041000,2.0,-0.4490947509982162
2021-12-24T22:00:02.091000,2.05,-0.37137936946979433
2021-12-24T22:00:02.141000,2.1,-0.29002527456775595
2021-12-24T22:00:02.191000,2.15,-0.2049713074342252
2021-12-24T22:00:02.241000,2.2,-0.11615700238086529
2021-12-24T22:00:02.291000,2.25,-0.023522630885087926
2021-12-24T22:00:02.341000,2.3,0.07299075425895818
2021-12-24T22:00:02.391000,2.35,0.1734412746516423
2021-12-24T22:00:02.441000,2.4,0.2778861818780422
2021-12-24T22:00:02.491000,2.45,0.3863818129934133
2021-12-24T22:00:02.541000,2.5,0.4989835459199154
2021-12-24T22:00:02.591000,2.55,0.6157457547701989
2021-12-24T22:00:02.641000,2.6,0.7367217651130621
2021-12-24T22:00:02.691000,2.65,0.8619638091959875
2021-12-24T22:00:02.741000,2.7,0.9915229811389531
2021-12-24T22:00:02.791000,2.75,1.1254491921134986
2021-12-24T22:00:02.841000,2.8,1.2637911255206042
2021-12-24T22:00:02.891000,2.85,1.406596192180514
2021-12-24T22:00:02.941000,2.9,1.5539104855472101
2021-12-24T22:00:02.991000,2.95,1.7057787369598336
2021-12-24T22:00:03.041000,3.0,1.862244270942921
2021-12-24T22:00:03.091000,3.05,2.023348960566925
2021-12-24T22:00:03.141000,3.1,2.1891331828800915
2021-12-24T22:00:03.191000,3.15,2.3596357744223786
2021-12-24T22:00:03.241000,3.2,2.534893986831738
2021-12-24T22:00:03.291000,3.25,2.7149434425527113
2021-12-24T22:00:03.341000,3.3,2.8998180906569613
2021-12-24T22:00:03.391000,3.35,3.089550162785033
2021-12-24T22:00:03.441000,3.4,3.2841701292183503
2021-12-24T22:00:03.491000,3.45,3.483706655090175
2021-12-24T22:00:03.541000,3.5,3.6881865567440237
2021-12-24T22:00:03.591000,3.55,3.897634758247816
2021-12-24T22:00:03.641000,3.6,4.112074248071862
2021-12-24T22:00:03.691000,3.65,4.331526035938628
2021-12-24T22:00:03.741000,3.7,4.55600910985213
2021-12-24T22:00:03.791000,3.75,4.785540393314687
2021-12-24T22:00:03.841000,3.8,5.020134702738748
2021-12-24T22:00:03.891000,3.85,5.259804705061462
2021-12-24T22:00:03.941000,3.9,5.504560875569711
2021-12-24T22:00:03.991000,3.95,5.75441145594334
2021-12-24T22:00:04.041000,4.0,6.009362412524414
2021-12-24T22:00:04.091000,4.05,6.269417394820446
2021-12-24T22:00:04.141000,4.1,6.534577694249733
2021-12-24T22:00:04.191000,4.15,6.804842203137117
2021-12-24T22:00:04.241000,4.2,7.08020737396876
2021-12-24T22:00:04.291000,4.25,7.36066717891481
2021-12-24T22:00:04.341000,4.3,7.646213069629212
2021-12-24T22:00:04.391000,4.35,7.936833937336269
2021-12-24T22:00:04.441000,4.4,8.232516073214068
2021-12-24T22:00:04.491000,4.45,8.533243129085356
2021-12-24T22:00:04.541000,4.5,8.838996078427002
2021-12-24T22:00:04.591000,4.55,9.149753177709815
2021-12-24T22:00:04.641000,4.6,9.465489928081148
2021-12-24T22:00:04.691000,4.65,9.7861790374034
2021-12-24T22:00:04.741000,4.7,10.11179038266234
2021-12-24T22:00:04.791000,4.75,10.442290972759936
2021-12-24T22:00:04.841000,4.8,10.777644911707256
2021-12-24T22:00:04.891000,4.85,11.117813362233857
2021-12-24T22:00:04.941000,4.9,11.462754509831084
2021-12-24T22:00:04.991000,4.95,11.812423527247615
2021-12-24T22:00:05.041000,5.0,12.166772539456693
2021-12-24T22:00:05.091000,5.05,12.525750589115527
2021-12-24T22:00:05.141000,5.1,12.889303602538519
2021-12-24T22:00:05.191000,5.15,13.257374356207153
2021-12-24T22:00:05.241000,5.2,13.62990244384059
2021-12-24T22:00:05.291000,5.25,14.006824244052343
