time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2021-12-24T22:00:00.041000,0.0,1.316070858526035
2021-12-24T22:00:00.091000,0.05,1.3337910444509364
2021-12-24T22:00:00.141000,0.1,1.3500780990409096
2021-12-24T22:00:00.191000,0.15,1.333633704870038
2021-12-24T22:00:00.241000,0.2,1.3219263527796257
2021-12-24T22:00:00.291000,0.25,1.4222374152068915
2021-12-24T22:00:00.341000,0.3,1.5948431855478762
2021-12-24T22:00:00.391000,0.35,1.2865827503500311
2021-12-24T22:00:00.441000,0.4,0.9182230132610691
2021-12-24T22:00:00.491000,0.45,1.6120669930308416
2021-12-24T22:00:00.541000,0.5,1.8901360036792085
2021-12-24T22:00:00.591000,0.55,1.4977623275963137
2021-12-24T22:00:00.641000,0.6,1.8941251831852957
2021-12-24T22:00:00.691000,0.65,0.7439834549864104
2021-12-24T22:00:00.741000,0.7,0.52940907398628
2021-12-24T22:00:00.791000,0.75,2.158172932249138
2021-12-24T22:00:00.841000,0.8,1.1010431389017246
2021-12-24T22:00:00.891000,0.85,0.8804248917845328
2021-12-24T22:00:00.941000,0.9,1.7649339906419188
2021-12-24T22:00:00.991000,0.95,1.1987880923390142
2021-12-24T22:00:01.041000,1.0,-0.1333789988348475
2021-12-24T22:00:01.091000,1.05,-0.34449607363037527
2021-12-24T22:00:01.141000,1.1,2.628162841999087
2021-12-24T22:00:01.191000,1.15,1.684193747973039
2021-12-24T22:00:01.241000,1.2,-3.0512888980158417
2021-12-24T22:00:01.291000,1.25,-0.5839653059044372
2021-12-24T22:00:01.341000,1.3,3.4378115080952965
2021-12-24T22:00:01.391000,1.35,1.210267816653642
2021-12-24T22:00:01.441000,1.4,-0.8211933405467362
2021-12-24T22:00:01.491000,1.45,-1.8027353161560007
2021-12-24T22:00:01.541000,1.5,-2.4925753581006878
2021-12-24T22:00:01.591000,1.55,-1.209941456148127
2021-12-24T22:00:01.641000,1.6,1.4429168951653433
2021-12-24T22:00:01.691000,1.65,0.764748578044657
2021-12-24T22:00:01.741000,1.7,-4.462935510324907
2021-12-24T22:00:01.791000,1.75,-2.9160382182862192
2021-12-24T22:00:01.841000,1.8,0.8591806570292839
2021-12-24T22:00:01.891000,1.85,0.2947357581267615
2021-12-24T22:00:01.941000,1.9,-0.35595321557430026
2021-12-24T22:00:01.991000,1.95,-3.170760070561158
2021-12-24T22:00:02.041000,2.0,-2.521813752321731
2021-12-24T22:00:02.091000,2.05,-0.16453171456987026
2021-12-24T22:00:02.141000,2.1,2.1041705432223368
2021-12-24T22:00:02.191000,2.15,1.552384949139324
2021-12-24T22:00:02.241000,2.2,-6.385770390397204
2021-12-24T22:00:02.291000,2.25,-5.3018386966264845
2021-12-24T22:00:02.341000,2.3,0.20165028282645114
2021-12-24T22:00:02.391000,2.35,1.6476961227673257
2021-12-24T22:00:02.441000,2.4,1.5670689799017266
2021-12-24T22:00:02.491000,2.45,-4.068721510456064
2021-12-24T22:00:02.541000,2.5,-6.887180717585863
2021-12-24T22:00:02.591000,2.55,-4.503363027321857
2021-12-24T22:00:02.641000,2.6,3.203190876542603
2021-12-24T22:00:02.691000,2.65,-2.1213010688117064
2021-12-24T22:00:02.741000,2.7,-8.57344205426677
2021-12-24T22:00:02.791000,2.75,1.8740357195973547
2021-12-24T22:00:02.841000,2.8,-5.06449852870997
2021-12-24T22:00:02.891000,2.85,-0.7608840499591344
2021-12-24T22:00:02.941000,2.9,3.091960561217197
2021-12-24T22:00:02.991000,2.95,-9.372957455663085
2021-12-24T22:00:03.041000,3.0,-4.339269660795711
2021-12-24T22:00:03.091000,3.05,1.120361755340447
2021-12-24T22:00:03.141000,3.1,11.963382964461779
2021-12-24T22:00:03.191000,3.15,-13.161650650797743
2021-12-24T22:00:03.241000,3.2,-18.729197298148808
2021-12-24T22:00:03.291000,3.25,11.091347191433297
2021-12-24T22:00:03.341000,3.3,-10.305459260730522
2021-12-24T22:00:03.391000,3.35,6.980508662301867
