time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2019-07-26T12:00:00.010000,0.0,-0.4327168639579237
2019-07-26T12:00:00.060000,0.05,-0.43592370903144767
2019-07-26T12:00:00.110000,0.1,-0.4387267755252202
2019-07-26T12:00:00.160000,0.15,-0.441112465061589
2019-07-26T12:00:00.210000,0.2,-0.44306724601114145
2019-07-26T12:00:00.260000,0.25,-0.444577666560144
2019-07-26T12:00:00.310000,0.3,-0.4456303679364411
2019-07-26T12:00:00.360000,0.35,-0.4462120977841433
2019-07-26T12:00:00.410000,0.4,-0.4463097236771263
2019-07-26T12:00:00.460000,0.45,-0.4459102467610585
2019-07-26T12:00:00.510000,0.5,-0.4450008155133714
2019-07-26T12:00:00.560000,0.55,-0.443568739610299
2019-07-26T12:00:00.610000,0.6,-0.4416015038898234
2019-07-26T12:00:00.660000,0.65,-0.43908678239908183
2019-07-26T12:00:00.710000,0.7,-0.4360124525145194
2019-07-26T12:00:00.760000,0.75,-0.4323666091228039
2019-07-26T12:00:00.810000,0.8,-0.4281375788502615
2019-07-26T12:00:00.860000,0.85,-0.42331393432834186
2019-07-26T12:00:00.910000,0.9,-0.4178845084823801
2019-07-26T12:00:00.960000,0.95,-0.41183840883068995
2019-07-26T12:00:01.010000,1.0,-0.405165031780801
2019-07-26T12:00:01.060000,1.05,-0.3978540769094416
2019-07-26T12:00:01.110000,1.1,-0.3898955612126648
2019-07-26T12:00:01.160000,1.15,-0.3812798333123258
2019-07-26T12:00:01.210000,1.2,-0.3719975876049389
2019-07-26T12:00:01.260000,1.25,-0.36203987833877443
2019-07-26T12:00:01.310000,1.3,-0.35139813360490135
2019-07-26T12:00:01.360000,1.35,-0.3400641692277372
2019-07-26T12:00:01.410000,1.4,-0.32803020254053583
2019-07-26T12:00:01.460000,1.45,-0.31528886603112777
2019-07-26T12:00:01.510000,1.5,-0.301833220843122
2019-07-26T12:00:01.560000,1.55,-0.28765677011769125
2019-07-26T12:00:01.610000,1.6,-0.2727534721609853
2019-07-26T12:00:01.660000,1.65,-0.25711775342215404
2019-07-26T12:00:01.710000,1.7,-0.24074452126691914
2019-07-26T12:00:01.760000,1.75,-0.2236291765315991
2019-07-26T12:00:01.810000,1.8,-0.20576762584247807
2019-07-26T12:00:01.860000,1.85,-0.18715629368541056
2019-07-26T12:00:01.910000,1.9,-0.16779213421056946
2019-07-26T12:00:01.960000,1.95,-0.14767264275728012
2019-07-26T12:00:02.010000,2.0,-0.12679586708393373
2019-07-26T12:00:02.060000,2.05,-0.10516041828804172
2019-07-26T12:00:02.110000,2.1,-0.08276548140157909
2019-07-26T12:00:02.160000,2.15,-0.059610825646867864
2019-07-26T12:00:02.210000,2.2,-0.03569681433837398
2019-07-26T12:00:02.260000,2.25,-0.011024414415930668
2019-07-26T12:00:02.310000,2.3,0.014404794404940795
2019-07-26T12:00:02.360000,2.35,0.04058861087976597
2019-07-26T12:00:02.410000,2.4,0.06752420389286724
2019-07-26T12:00:02.460000,2.45,0.09520810453987681
2019-07-26T12:00:02.510000,2.5,0.12363619864853138
2019-07-26T12:00:02.560000,2.55,0.15280371975102053
2019-07-26T12:00:02.610000,2.6,0.18270524252089618
2019-07-26T12:00:02.660000,2.65,0.21333467668726985
2019-07-26T12:00:02.710000,2.7,0.244685261438724
2019-07-26T12:00:02.760000,2.75,0.2767495603290475
2019-07-26T12:00:02.810000,2.8,0.3095194566965724
2019-07-26T12:00:02.860000,2.85,0.3429861496085353
2019-07-26T12:00:02.910000,2.9,0.37714015034151965
2019-07-26T12:00:02.960000,2.95,0.41197127940864436
2019-07-26T12:00:03.010000,3.0,0.4474686641437602
2019-07-26T12:00:03.060000,3.05,0.48362073685249135
2019-07-26T12:00:03.110000,3.1,0.5204152335395162
2019-07-26T12:00:03.160000,3.15,0.5578391932210215
2019-07-26T12:00:03.210000,3.2,0.5958789578307853
2019-07-26T12:00:03.260000,3.25,0.6345201727278499
2019-07-26T12:00:03.310000,3.3,0.6737477878132309
2019-07-26T12:00:03.360000,3.35,0.7135460592625806
2019-07-26T12:00:03.410000,3.4,0.7538985518811818
2019-07-26T12:00:03.460000,3.45,0.7947881420870846
2019-07-26T12:00:03.510000,3.5,0.8361970215276328
2019-07-26T12:00:03.560000,3.55,0.8781067013340317
2019-07-26T12:00:03.610000,3.6,0.9204980170180166
2019-07-26T12:00:03.660000,3.65,0.9633511340140608
2019-07-26T12:00:03.710000,3.7,1.006645553869946
2019-07-26T12:00:03.760000,3.75,1.0503601210878737
2019-07-26T12:00:03.810000,3.8,1.0944730306176536
2019-07-26T12:00:03.860000,3.85,1.1389618360028382
2019-07-26T12:00:03.910000,3.9,1.1838034581800054
2019-07-26T12:00:03.960000,3.95,1.2289741949307016
2019-07-26T12:00:04.010000,4.0,1.274449730984873
2019-07-26T12:00:04.060000,4.05,1.3202051487739048
2019-07-26T12:00:04.110000,4.1,1.36621493983067
2019-07-26T12:00:04.160000,4.15,1.4124530168332667
2019-07-26T12:00:04.210000,4.2,1.4588927262883908
2019-07-26T12:00:04.260000,4.25,1.5055068618495488
2019-07-26T12:00:04.310000,4.3,1.5522676782645708
2019-07-26T12:00:04.360000,4.35,1.5991469059461279
2019-07-26T12:00:04.410000,4.4,1.6461157661582055
2019-07-26T12:00:04.460000,4.45,1.69314498681073
