time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2019-05-23T02:00:00.032000,0.0,0.5049798739441503
2019-05-23T02:00:00.082000,0.05,0.5361530435601191
2019-05-23T02:00:00.132000,0.1,0.5656902366094583
2019-05-23T02:00:00.182000,0.15,0.5981929689628174
2019-05-23T02:00:00.232000,0.2,0.6250513447278441
2019-05-23T02:00:00.282000,0.25,0.6437027345536132
2019-05-23T02:00:00.332000,0.3,0.7095051755159067
2019-05-23T02:00:00.382000,0.35,0.7260983469416964
2019-05-23T02:00:00.432000,0.4,0.7157531016201059
2019-05-23T02:00:00.482000,0.45,0.8050225747332447
2019-05-23T02:00:00.532000,0.5,0.7976194754839164
2019-05-23T02:00:00.582000,0.55,0.8538953710917472
2019-05-23T02:00:00.632000,0.6,0.9118331894187137
2019-05-23T02:00:00.682000,0.65,0.8246615002740341
2019-05-23T02:00:00.732000,0.7,0.9114760693673967
2019-05-23T02:00:00.782000,0.75,0.9253916299913947
2019-05-23T02:00:00.832000,0.8,0.8987643652406175
2019-05-23T02:00:00.882000,0.85,0.8915292660829576
2019-05-23T02:00:00.932000,0.9,0.9840452663187538
2019-05-23T02:00:00.982000,0.95,0.926447533078662
2019-05-23T02:00:01.032000,1.0,0.6603555061124595
2019-05-23T02:00:01.082000,1.05,1.044991250577152
2019-05-23T02:00:01.132000,1.1,1.078433813039231
2019-05-23T02:00:01.182000,1.15,0.9044263938192776
2019-05-23T02:00:01.232000,1.2,1.1430515282642908
2019-05-23T02:00:01.282000,1.25,0.8840786595300542
2019-05-23T02:00:01.332000,1.3,0.9882365829556964
2019-05-23T02:00:01.382000,1.35,1.2674967914215292
2019-05-23T02:00:01.432000,1.4,1.3478264782231242
2019-05-23T02:00:01.482000,1.45,1.3437165415372454
2019-05-23T02:00:01.532000,1.5,0.9616819198537377
2019-05-23T02:00:01.582000,1.55,0.9454960025190214
2019-05-23T02:00:01.632000,1.6,1.2239199305941209
2019-05-23T02:00:01.682000,1.65,1.4539147437222644
2019-05-23T02:00:01.732000,1.7,0.9334057612151111
2019-05-23T02:00:01.782000,1.75,0.7268903630245787
2019-05-23T02:00:01.832000,1.8,1.206021510715232
2019-05-23T02:00:01.882000,1.85,1.2442311924724843
2019-05-23T02:00:01.932000,1.9,1.3745367759346694
2019-05-23T02:00:01.982000,1.95,0.5467613283012189
2019-05-23T02:00:02.032000,2.0,-0.05640641725354634
2019-05-23T02:00:02.082000,2.05,0.5852814951088348
2019-05-23T02:00:02.132000,2.1,1.915140095434346
2019-05-23T02:00:02.182000,2.15,2.203767135409992
2019-05-23T02:00:02.232000,2.2,0.04742471894526412
2019-05-23T02:00:02.282000,2.25,0.3869843322124005
2019-05-23T02:00:02.332000,2.3,0.7095053140555931
2019-05-23T02:00:02.382000,2.35,0.08496802994887709
2019-05-23T02:00:02.432000,2.4,1.6866888777650102
2019-05-23T02:00:02.482000,2.45,0.6283520556720275
2019-05-23T02:00:02.532000,2.5,0.5628973742299279
2019-05-23T02:00:02.582000,2.55,1.6553234893106463
2019-05-23T02:00:02.632000,2.6,1.562870773359819
2019-05-23T02:00:02.682000,2.65,2.0225025957014333
2019-05-23T02:00:02.732000,2.7,0.2716853509189292
2019-05-23T02:00:02.782000,2.75,0.414615371817725
2019-05-23T02:00:02.832000,2.8,1.2547860789622174
2019-05-23T02:00:02.882000,2.85,0.7372925638248806
2019-05-23T02:00:02.932000,2.9,0.1831398039851373
2019-05-23T02:00:02.982000,2.95,-0.8712147389240541
2019-05-23T02:00:03.032000,3.0,0.20837309362549394
2019-05-23T02:00:03.082000,3.05,-0.08408646731887304
2019-05-23T02:00:03.132000,3.1,1.0646916661772583
2019-05-23T02:00:03.182000,3.15,0.9909223815370818
2019-05-23T02:00:03.232000,3.2,-2.661047721454079
2019-05-23T02:00:03.282000,3.25,0.02883620576490875
2019-05-23T02:00:03.332000,3.3,1.0112115185370074
2019-05-23T02:00:03.382000,3.35,0.5020064127536736
2019-05-23T02:00:03.432000,3.4,1.3430179737467203
2019-05-23T02:00:03.482000,3.45,-0.5393230383987526
2019-05-23T02:00:03.532000,3.5,-0.07092418663373135
2019-05-23T02:00:03.582000,3.55,0.4743477888384624
2019-05-23T02:00:03.632000,3.6,2.4753673230050235
2019-05-23T02:00:03.682000,3.65,0.45244185504824896
2019-05-23T02:00:03.732000,3.7,-1.8895681454825741
2019-05-23T02:00:03.782000,3.75,-0.7114324113395756
2019-05-23T02:00:03.832000,3.8,-2.1985317260683233
2019-05-23T02:00:03.882000,3.85,1.6209468039643606
2019-05-23T02:00:03.932000,3.9,-2.4390351782269826
2019-05-23T02:00:03.982000,3.95,-4.435547761068816
2019-05-23T02:00:04.032000,4.0,1.8165476568867374
2019-05-23T02:00:04.082000,4.05,-4.567902033498035
2019-05-23T02:00:04.132000,4.1,-2.1537506331671623
2019-05-23T02:00:04.182000,4.15,-0.689965364742247
2019-05-23T02:00:04.232000,4.2,-6.9783589734158475
2019-05-23T02:00:04.282000,4.25,-1.3924105061333343
2019-05-23T02:00:04.332000,4.3,0.8688597265918627
2019-05-23T02:00:04.382000,4.35,2.6305044965192863
2019-05-23T02:00:04.432000,4.4,0.3114754737144243
2019-05-23T02:00:04.482000,4.45,-1.9634622001198756
2019-05-23T02:00:04.532000,4.5,2.3402004785288284
2019-05-23T02:00:04.582000,4.55,-0.8866507105680856
2019-05-23T02:00:04.632000,4.6,0.08995480825040625
2019-05-23T02:00:04.682000,4.65,-2.8793835045703418
2019-05-23T02:00:04.732000,4.7,-6.223407201225986
2019-05-23T02:00:04.782000,4.75,-0.6609192362989331
2019-05-23T02:00:04.832000,4.8,-2.272957427322398
2019-05-23T02:00:04.882000,4.85,-5.055604359482636
2019-05-23T02:00:04.932000,4.9,-8.310048844028973
2019-05-23T02:00:04.982000,4.95,-4.184443279468767
2019-05-23T02:00:05.032000,5.0,0.39443554783803947
2019-05-23T02:00:05.082000,5.05,-4.278575899082858
2019-05-23T02:00:05.132000,5.1,-1.1722327417609613
2019-05-23T02:00:05.182000,5.15,-0.5305339649009824
2019-05-23T02:00:05.232000,5.2,-2.3484403380685617
2019-05-23T02:00:05.282000,5.25,-4.905783019630184
2019-05-23T02:00:05.332000,5.3,-1.6040937504055028
2019-05-23T02:00:05.382000,5.35,1.2879865188643151
2019-05-23T02:00:05.432000,5.4,-5.929778518251075
2019-05-23T02:00:05.482000,5.45,6.009162325787657
2019-05-23T02:00:05.532000,5.5,2.0126652182380136
2019-05-23T02:00:05.582000,5.55,-7.606478048136486
2019-05-23T02:00:05.632000,5.6,6.084012129341679
2019-05-23T02:00:05.682000,5.65,-2.6109402789552982
2019-05-23T02:00:05.732000,5.7,-0.5523385973944226
2019-05-23T02:00:05.782000,5.75,9.738112142212767
2019-05-23T02:00:05.832000,5.8,-1.8707612931503954
2019-05-23T02:00:05.882000,5.85,0.4435537028391954
2019-05-23T02:00:05.932000,5.9,-4.052052653106333
2019-05-23T02:00:05.982000,5.95,-12.660803869675089
2019-05-23T02:00:06.032000,6.0,2.6978407000455893
2019-05-23T02:00:06.082000,6.05,1.2252899464900597
2019-05-23T02:00:06.132000,6.1,-10.839437119916042
2019-05-23T02:00:06.182000,6.15,-7.642566771830925
2019-05-23T02:00:06.232000,6.2,-7.274247377753108
2019-05-23T02:00:06.282000,6.25,-2.452765741437849
2019-05-23T02:00:06.332000,6.3,2.006668080322193
2019-05-23T02:00:06.382000,6.35,2.855506641849783
2019-05-23T02:00:06.432000,6.4,0.9123634895644148
2019-05-23T02:00:06.482000,6.45,-2.0952983858420664
2019-05-23T02:00:06.532000,6.5,6.66291976026842
2019-05-23T02:00:06.582000,6.55,-3.9188470526390624
2019-05-23T02:00:06.632000,6.6,-8.831570960554032
2019-05-23T02:00:06.682000,6.65,3.4316482897264287
2019-05-23T02:00:06.732000,6.7,-0.5143770079515253
2019-05-23T02:00:06.782000,6.75,6.746993062260933
2019-05-23T02:00:06.832000,6.8,-0.6088644182855747
2019-05-23T02:00:06.882000,6.85,-13.392627939604132
2019-05-23T02:00:06.932000,6.9,1.8539108698197877
2019-05-23T02:00:06.982000,6.95,3.4971234991479534
2019-05-23T02:00:07.032000,7.0,-1.522510999466883
2019-05-23T02:00:07.082000,7.05,-0.43041415180813036
2019-05-23T02:00:07.132000,7.1,-6.389294105169662
2019-05-23T02:00:07.182000,7.15,-9.203547877487736
2019-05-23T02:00:07.232000,7.2,2.9412503210894148
2019-05-23T02:00:07.282000,7.25,6.198225802166512
2019-05-23T02:00:07.332000,7.3,-3.831114657323443
2019-05-23T02:00:07.382000,7.35,-2.070893947040771
2019-05-23T02:00:07.432000,7.4,-2.180396863139592
2019-05-23T02:00:07.482000,7.45,-4.132189828331658
2019-05-23T02:00:07.532000,7.5,3.398064583807158
