time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2019-05-23T02:00:00.032000,0.0,-0.5049798739441503
2019-05-23T02:00:00.082000,0.05,-0.5359543989348036
2019-05-23T02:00:00.132000,0.1,-0.5673201856677226
2019-05-23T02:00:00.182000,0.15,-0.599068013855865
2019-05-23T02:00:00.232000,0.2,-0.6311884581021268
2019-05-23T02:00:00.282000,0.25,-0.6636718993497028
2019-05-23T02:00:00.332000,0.3,-0.6965085367763573
2019-05-23T02:00:00.382000,0.35,-0.7296884001270365
2019-05-23T02:00:00.432000,0.4,-0.7632013624786224
2019-05-23T02:00:00.482000,0.45,-0.797037153429989
2019-05-23T02:00:00.532000,0.5,-0.8311853727098838
2019-05-23T02:00:00.582000,0.55,-0.8656355041945033
2019-05-23T02:00:00.632000,0.6,-0.9003769303259862
2019-05-23T02:00:00.682000,0.65,-0.9353989469223849
2019-05-23T02:00:00.732000,0.7,-0.9706907783690175
2019-05-23T02:00:00.782000,0.75,-1.0062415931804427
2019-05-23T02:00:00.832000,0.8,-1.042040519921633
2019-05-23T02:00:00.882000,0.85,-1.0780766634762542
2019-05-23T02:00:00.932000,0.9,-1.1143391216493013
2019-05-23T02:00:00.982000,0.95,-1.1508170020906685
2019-05-23T02:00:01.032000,1.0,-1.1874994395255742
2019-05-23T02:00:01.082000,1.05,-1.2243756132770975
2019-05-23T02:00:01.132000,1.1,-1.261434765065426
2019-05-23T02:00:01.182000,1.15,-1.2986662170677625
2019-05-23T02:00:01.232000,1.2,-1.336059390222191
2019-05-23T02:00:01.282000,1.25,-1.37360382275816
2019-05-23T02:00:01.332000,1.3,-1.4112891889356032
2019-05-23T02:00:01.382000,1.35,-1.4491053179740925
2019-05-23T02:00:01.432000,1.4,-1.4870422131527967
2019-05-23T02:00:01.482000,1.45,-1.5250900710614117
2019-05-23T02:00:01.532000,1.5,-1.563239300981628
2019-05-23T02:00:01.582000,1.55,-1.6014805443781122
2019-05-23T02:00:01.632000,1.6,-1.6398046944774027
2019-05-23T02:00:01.682000,1.65,-1.6782029159125664
2019-05-23T02:00:01.732000,1.7,-1.7166666644109043
2019-05-23T02:00:01.782000,1.75,-1.7551877065014734
2019-05-23T02:00:01.832000,1.8,-1.7937581392186754
2019-05-23T02:00:01.882000,1.85,-1.8323704097776654
2019-05-23T02:00:01.932000,1.9,-1.871017335196861
2019-05-23T02:00:01.982000,1.95,-1.909692121842372
2019-05-23T02:00:02.032000,2.0,-1.9483883848687347
2019-05-23T02:00:02.082000,2.05,-1.9871001675299291
2019-05-23T02:00:02.132000,2.1,-2.025821960334262
2019-05-23T02:00:02.182000,2.15,-2.064548720016332
2019-05-23T02:00:02.232000,2.2,-2.103275888298954
2019-05-23T02:00:02.282000,2.25,-2.1419994104175992
2019-05-23T02:00:02.332000,2.3,-2.1807157533796255
2019-05-23T02:00:02.382000,2.35,-2.2194219239303057
2019-05-23T02:00:02.432000,2.4,-2.2581154861974273
2019-05-23T02:00:02.482000,2.45,-2.2967945789860305
2019-05-23T02:00:02.532000,2.5,-2.335457932694678
2019-05-23T02:00:02.582000,2.55,-2.3741048858245124
2019-05-23T02:00:02.632000,2.6,-2.4127354010522324
2019-05-23T02:00:02.682000,2.65,-2.4513500808380484
2019-05-23T02:00:02.732000,2.7,-2.489950182539624
2019-05-23T02:00:02.782000,2.75,-2.528537633002995
2019-05-23T02:00:02.832000,2.8,-2.5671150426014706
2019-05-23T02:00:02.882000,2.85,-2.605685718693594
2019-05-23T02:00:02.932000,2.9,-2.6442536784713124
2019-05-23T02:00:02.982000,2.95,-2.682823661169655
2019-05-23T02:00:03.032000,3.0,-2.721401139609385
2019-05-23T02:00:03.082000,3.05,-2.759992331044295
